,Virginia,California,Florida,New Jersey,Michigan,Washington,Colorado,Arizona,New York,North Carolina,New Hampshire,Utah,Pennsylvania,Texas,Connecticut,Kansas,Georgia,South Dakota,Alaska,Wyoming,West Virginia,New Mexico,Tennessee,Arkansas,Maryland,Hawaii,Alabama,Maine,Delaware,Indiana,Montana,Idaho,Nevada,Mississippi,Kentucky,Minnesota,Vermont,Massachusetts,the District of Columbia,Illinois,Nebraska,Oklahoma,Rhode Island,Oregon,Iowa,Ohio,North Dakota,Missouri,Wisconsin,South Carolina,Louisiana
2013-06-01,219992.14914989585,324622.5306573573,144288.03134027406,272925.2470113767,102503.78386004771,230818.3250253444,227706.7032968915,169161.14757991917,256294.14922455433,146320.42889428258,203299.74805351408,205671.8562886543,151577.80992174786,137333.11988802048,226517.4445808127,114191.8539889197,125388.64519924922,153722.22144717668,249640.81149220475,206347.22800880237,98841.84709345574,159894.3314617336,132703.11911149768,115789.34383619332,248939.1811291879,434616.93159398675,123698.96277905785,172926.7789440494,209256.49066203475,111448.99970317114,191495.39316379488,158166.12834212295,157266.19847341024,107389.81690701365,102881.85183114093,166084.70087353242,212624.56903111344,296530.6248160245,399171.09489784174,140930.02411922064,126410.57781023932,107647.5021337507,210341.72317025345,211698.9693747907,120425.15300827027,109583.76713044826,182910.1620842407,119960.97359324672,144820.41135051835,137349.32522662482,149663.15033315358
2013-07-01,221032.1358820947,331594.9935249088,146096.6465400341,274042.58187063964,103878.53730789438,232740.1380809911,229630.10998405368,171856.59823154393,257462.54953089124,146970.9660980869,204103.58227853177,207829.7220729684,151734.36505388605,138261.67555249893,227141.301516759,114490.40527615674,126991.99866766825,154231.95288748384,250961.30152265157,206334.2637252915,98541.54312389519,159960.4115147082,133137.9981770294,115811.4470418534,250363.60236715848,438263.57017053553,124075.89672390227,173795.76425568256,209866.0061720178,111962.51486419339,192337.252839571,159763.16131525303,161984.43144523923,107346.15247228912,103342.43872720089,167546.49269584118,213083.95706631453,298653.36030187825,404026.1640742433,141830.33952003517,126853.4553325113,107808.14244242191,211480.89802265228,213858.97770914785,120846.26279993902,110093.03946693514,184258.9019604566,120570.02058994723,145339.52929907796,137847.7050496361,150393.67697201666
2013-08-01,222025.56730915807,338263.98918300343,147823.41398930963,275352.95640212484,105403.69205205952,234439.62554480924,231626.71080139236,174413.4502110024,258511.8250758235,147590.8553618555,204928.95979297315,209806.6170279292,151788.9852707449,139161.87640674514,227667.08671494015,114869.07432848786,128493.45464549778,154816.71258778658,252210.84380492623,206306.38388005085,98641.9703457901,159996.13428387625,133490.96311374058,115916.18538163013,251326.1211561166,442284.82964060473,124419.07377556537,174480.0194041606,210996.11524056422,112517.12414101134,193190.65624505098,161172.14219693645,166200.27492692522,107691.41114919941,103861.45460328327,169186.1986723779,213526.6652689987,300557.1034439092,408765.0104445452,143014.31136208677,127461.62193070591,108190.82001626794,212479.11953918156,215974.5801934658,121460.35915545443,110556.16250495543,185727.8400741032,121379.01978682111,145962.06511009115,138360.46802667508,151249.7986240543
2013-09-01,222836.19932245545,344799.5334614053,149501.54307253959,276886.9347400693,106754.41789362108,236103.16535600237,233549.61435354946,176746.05102713266,259270.47102100903,148090.01873967765,205805.27424728544,211573.42146468617,151720.4095994,139864.4952557948,228097.86586419106,115157.18824444532,129782.91130381434,155348.4783517911,253650.94590014036,206472.8683883208,98970.49900115927,159894.65383914576,133808.31216474398,116075.01722836732,252221.45867975274,447188.7294123981,124704.79946102753,174997.18719044584,211923.58819763412,112964.75815496694,194100.84143340262,162480.72140199348,169982.31429811192,107771.75321313996,104140.28683879781,170764.07156711482,214063.74504505028,302276.8053088921,414273.35618952644,144091.42379389462,127974.98410215165,108437.74618249627,213371.12928687013,217971.66102573927,121873.2210358659,110932.38378608004,187151.00144380145,122081.00660318758,146525.17419297664,138807.58571575963,151942.97222281736
2013-10-01,223670.65192693868,351254.3907122075,151273.29194228302,278409.82601763465,108045.29982816074,237833.82084110015,235384.17378306357,178828.03873043446,260075.75235999466,148597.48477644066,206826.86774184243,213229.36169555105,151932.94937524523,140665.63655794508,228536.86996436794,115567.93276585254,131103.649475041,156127.68012187126,254512.26670408176,206949.62083006892,99690.86853193794,159907.52622246454,134265.63730266548,116376.17497556478,253287.63513795543,452406.5025257305,125171.46372649784,175364.5681758347,213461.91405958097,113343.23505814862,195111.5888802677,163787.21551302462,173445.20648761853,108130.70388489409,104437.63533600501,172335.1002622942,214603.51157110336,304055.2907505697,420322.92756928364,145466.954881837,128511.13128322053,108944.6063402143,214257.5488198216,219995.96108491413,122326.45416202581,111299.48185624967,188868.20993571958,122759.88720143471,147096.843102989,139369.4847302061,152536.96215994202
2013-11-01,224224.18978301584,356668.75729131536,152838.16968213438,279272.54024337506,108844.98828079594,239448.25320191178,236972.89203747505,180398.69508208171,260743.039679357,148853.50699081153,207468.12472462017,214524.65202520997,152085.52329477316,141399.47524276387,228951.8466255884,115853.09511971271,132158.96301681577,156596.25588625684,254897.26294780607,207192.95526780267,99982.38183238074,159738.57792308685,134586.2241583835,116449.91448171576,254509.7870621879,456490.4850198773,125463.6306974631,175570.60400286596,215113.6825463135,113429.14258853502,195937.21421876014,164697.3559589875,176479.6597441713,108274.88886408256,104486.41371708653,173532.86485640358,214442.72657570595,305804.5915966278,425555.6307185953,146656.45228963255,128755.01795131601,109417.28178798326,215077.4945354435,221733.06860108508,122604.4077581592,111374.56318804242,190126.63238099415,122998.8015257701,147212.3630640277,139708.3857127068,152741.98961830584
2013-12-01,224644.5178773758,361030.1212843873,154434.7722818502,279932.5685734926,109527.67130810594,241119.97658958522,238431.8535574838,181531.08107109604,261193.735381862,149082.02249182653,207937.58794353236,215441.61623304337,152292.8699808692,142222.73294895273,229392.46142081267,116049.97919505513,133313.04614851472,156827.16274218517,254369.89748614686,207232.70709499787,99835.13703492598,159665.32388760283,135034.05329457126,116331.29464054816,255846.0677064209,459496.7690199111,125841.35440860166,175567.93582867668,216417.5769792175,113482.55065057451,196807.79576450042,165389.97048004894,178586.7630205065,108506.5920178179,104611.9377746721,174648.2182446206,213995.55303802248,307624.181674265,429287.3539512883,147779.61572077867,129057.14405975933,109905.73864351764,215589.02341274396,223454.2818312104,122864.83894732276,111447.44464177017,191100.00013104614,123031.51083179913,147397.59298003427,140060.04764093753,152453.69205332364
2014-01-01,224986.49629150625,364186.78464677214,155954.4673953577,280842.34623631364,110213.13495891691,242788.24799381677,239653.99078216674,182686.40165703438,261580.99587536338,149313.19286493212,208359.0501192601,216181.75954976585,152429.73628315705,143189.60916066056,229746.60504506459,116065.04124009745,134359.10610702832,156922.48986747442,253578.44240202862,207181.70560092255,99333.61023114767,159976.5860443979,135432.0914951251,116328.16902508377,257149.10107353728,461827.2005710615,126169.62823619926,175567.07491700922,217341.53097076912,113537.98771077908,197714.5049331865,165878.6124381644,180017.45034388232,108728.5003285398,104697.7927754685,175625.59755976908,213653.06068089043,309355.23436501855,431668.9436492655,148597.03050051766,129205.27480494247,110169.42277215398,215985.70976884934,225060.00026953593,123106.92084866326,111417.2279388674,191679.67396944025,122949.04689110316,147631.80393361734,140384.893386686,152074.27782758244
2014-02-01,225257.05777525975,366796.5666584422,157592.21425349152,282471.495611792,111134.01233995607,244413.00595491997,240902.35609806073,183917.97740776266,262111.53244139053,149790.717465698,208876.04959217724,216790.9323155725,152525.6107828975,144281.01361123074,229992.05470821308,115930.34392784687,135528.9004825199,156844.88537440554,252790.08512773702,207226.4362670153,98929.38990797805,160539.81576645118,136008.31098436075,116595.4812036988,258466.00996069435,464428.8521541932,126657.3176348163,175631.51715763766,217711.27990759737,113754.85133397508,198571.35964123986,166522.63043572576,181454.61096842468,109123.30475208501,104857.77703743457,176713.40600362702,213847.2959431193,310903.1567522141,434519.7646924944,149480.77981073386,129412.34468869586,110304.6556277664,216357.0218335108,226624.98671917606,123123.58510542552,111523.81907585183,192126.47605718148,122947.18656002734,148204.78695674925,140956.9679139083,151837.8809891042
2014-03-01,225726.36088124142,369170.01544172346,159128.13299778287,284598.9898217542,111969.00326698058,245892.55940794174,242090.19808780696,185161.17466069898,263085.6967226582,150303.8643834489,209446.4676914638,217608.2458225767,152621.0784063162,145382.05048620203,230360.78013696507,115877.17786966194,136614.69108833943,156903.4846110151,252299.4209178643,207323.10958739798,98229.48767327044,161085.8224418782,136497.11008180305,116829.98883956391,259758.1510718049,467293.5134849429,127030.24609801255,175770.16636805737,218137.52904997612,113990.11986281397,199407.00105920937,167277.4671892835,182969.98860660172,109424.58061387959,104910.45718477461,177818.25338337777,214231.83140571756,312276.88522430597,437033.7700898309,150249.84670176383,129614.51258777887,110318.67537887306,217094.1410689361,228165.09758371915,123361.12474070281,111665.19574986394,192428.83736920034,123039.46627265237,148861.09866586138,141477.521362755,151700.8405072155
2014-04-01,226279.19165476048,372064.5746933658,160495.9008200966,286682.2805490038,112915.7568942067,247201.26774785705,243453.70220403312,186092.97693310806,264219.615475266,150839.4243282531,209986.17613279723,218312.8870975741,152860.08165375926,146339.13447550466,230866.43847870326,115942.02506545746,137727.18598251298,156970.35319542757,252677.53194491882,207512.84109837576,97657.33735969574,161450.36750576066,137108.37746177276,117018.95371291616,261162.270714371,470287.1403866794,127405.8547034791,176021.86933143833,218027.1081199333,114411.88128267392,200157.75013256478,168077.19486287926,184797.64480496515,109721.40858795542,105152.3116127178,178825.32621892137,214495.8496764067,313719.63649213064,440194.44834197377,151035.38627072374,129998.49714072175,110440.15633675735,218300.51655549623,229679.14523181875,123847.26270501084,112050.21620116995,192787.26712812984,123283.8431053117,149592.77317793458,142017.70326156382,151764.03000027683
2014-05-01,227136.9889934455,375153.3701518237,161844.9830517003,288658.1323839876,113853.98486040952,248616.8878503215,244922.96151487794,186849.90213052486,265567.6279994185,151401.37205676478,210832.14639891288,219198.99159044935,153296.78036948587,147308.63769479078,231594.10440498695,116332.84016160299,138867.30485376457,157295.5583570356,253530.59207459493,208135.3385596576,97058.31934598966,161993.81894384147,137817.87609441028,117301.2098883228,262378.34683152573,473571.8005155937,127749.02490088734,176675.1104081848,218401.41647644376,114999.47682671045,201166.13888539313,169055.43584748104,186636.73919186604,110155.66456079257,105602.15036279568,179743.39240500334,215213.43019814836,315372.7726844723,442980.3065867673,151846.26961109575,130532.81654364208,110744.30356807799,219595.8391644453,231388.4105341671,124537.44224934622,112720.77763305046,193360.59517202165,123817.71848543687,150334.98127306532,142556.9737022894,151977.14012452945
2014-06-01,227724.69638764276,377697.0445288161,162962.96852140847,289830.7970464455,114921.4048853577,249650.2780739479,246417.42380093655,187388.87549092012,266497.4462173144,151876.66996318454,211576.3802555939,219783.55395372852,153758.38687397834,148292.95490350763,232011.80196608175,116847.06718186407,139821.88320877138,157757.88711000353,253967.59142196315,208637.8508393007,96987.68196524015,162287.89042323444,138568.9844822809,117698.78695500933,263079.546882515,476290.5028575393,128000.35484987886,177434.44623470356,218672.38074915038,115635.18822912687,201962.95897935386,169804.8690133861,188744.49360542497,110770.04149450189,106266.88372806324,180313.47774649688,215860.47359139626,316642.07747722155,445702.28599674726,152712.69710141592,131087.41640448957,111255.37702821572,220405.24649389632,232757.85496834022,125277.52562221586,113439.83628660628,194215.31775365875,124502.0002868974,150935.20841212102,143091.44757911676,152522.5019167843
2014-07-01,228165.96201631334,379369.55529585684,164114.76501342925,290494.0737486099,115924.68868368871,250508.09291234156,247993.66171972253,187862.87301178384,267262.6976765704,152276.04887323672,212268.4558532557,220378.61957604613,154238.60494865122,149413.90085652957,232189.20888414708,117437.79414616748,140647.99233961533,158441.5314882135,254451.8741216642,209336.47048394676,97560.89901112557,162561.7401015668,139246.14979527966,118113.10705591187,263311.26373641816,478887.00700359774,128296.98514955911,178239.6492050864,219436.1788911691,116307.95439221484,203160.78326190115,170660.61510617574,190609.399982297,111608.24974605079,106902.82060434746,180760.95984854142,216785.4729563105,317541.7805593328,448521.57509716507,153672.58807021778,131664.92776349976,111831.70670474392,220716.7198248262,234046.8981146377,125964.5943756575,114090.97278991177,195536.28832920466,125245.25585670905,151421.650899799,143628.6418824275,153362.44041190008
2014-08-01,228443.846680577,380835.93068504,165094.8896236833,290709.7663505315,116716.95873966604,251095.27693434825,249581.09323349138,188295.13429360767,267717.7235574667,152485.37960571083,212686.84925210522,220928.46367660188,154474.79015987922,150421.91786038844,231971.1371228619,117960.90460167143,141299.3478455776,159192.55668996592,254905.69992173472,209924.0168223688,98531.95743144212,162463.75159439267,139660.95375862272,118495.06036800548,263459.303175804,481191.1073720227,128558.51573426946,178600.40572211225,220085.94987492825,116861.42932902598,204219.08963104838,171323.2712584807,191906.24329939834,112537.16463859507,107317.82798551512,181079.00087337368,217339.00349882743,317908.14743808936,451059.92258294736,154465.13985141632,132178.622881791,112358.87308892717,220737.4952940786,235203.2023627994,126395.16949877463,114472.93786669476,197063.92483380574,125845.06976669743,151692.1537112098,143937.59982380204,154030.97973539706
2014-09-01,228803.78045623202,383256.8563974253,166113.64411471956,291016.12557384494,117270.59605761214,251900.6260712148,251512.5563155451,188777.86855006716,268328.3083621312,152643.291736476,213010.17920372085,221555.57248190677,154497.11687870245,151310.6659160259,231624.0328793406,118359.65396893535,141887.13349177808,159846.88035694757,256542.23031996458,210716.37771715282,99469.35974588181,162387.40824839953,139946.34112183962,118825.07679016383,263986.909759944,484429.7586513362,128690.95184143436,178763.58806122025,221088.61079751476,117285.1171583245,205328.5899576172,171992.17698128926,192892.8554722642,113373.23489163723,107452.41640019936,181414.4974724451,217921.86068290684,318488.0603587969,453539.1922069949,155045.23665767687,132508.06748222353,112794.0896361815,220992.3457583628,236544.70614394723,126449.09974508484,114668.99065588706,198574.31613292787,126215.96312674395,151713.70521866894,144148.40867914117,154542.0110759771
2014-10-01,229032.59575278696,386327.8755743294,166968.60503131547,291201.4781885321,117422.17109697359,252722.61032857036,253602.60961428614,189056.7989483293,268801.8325918073,152640.38076759354,213220.74216537873,222004.8726284885,154173.62730068495,151940.78488834944,231005.51867930763,118667.43315247756,142334.29955469433,160102.81368171817,257697.4712499715,211219.71960938876,100056.98974868884,162201.59831522382,140067.13357285416,118907.22347744647,264565.6438568221,487420.9289079248,128463.89320747444,178485.3618165684,221814.89581689317,117397.41070799057,205869.79770699298,172380.43411494113,193531.8567245915,113948.08948143969,107322.08308212279,181632.95648849907,218018.52902956886,318780.86331636907,455641.8281067053,155392.21633929663,132643.0960516831,113075.96931024984,221206.9172248278,237796.61856397273,125983.27535825677,114578.3815654044,199916.23923132697,126293.94617922249,151475.49656330282,144141.15751344876,154835.50474566672
2014-11-01,229262.54153622917,389769.51525546954,168037.03562732704,291296.6999820673,117621.7751468317,253920.78434221505,255949.09653432202,189483.9413039837,269452.2390692768,152779.89915152057,213571.5037519026,222501.37710470092,153971.1742614488,152737.1313567994,230768.17592507976,118959.92852506002,142864.39552770916,160196.77712217902,258952.5006757267,211646.3619463025,100758.06983493122,162282.21726925424,140405.77443616278,118959.80286196004,265254.8611860769,490385.92796576465,128200.43290230168,178221.34765280425,222697.5405393381,117468.929114524,206567.81415472855,172607.0932066728,194640.34718323863,114472.60087767405,107190.6104174154,181945.90280323336,217912.31360830544,319535.40564033604,457935.4152224359,155720.6684644204,132783.24275704662,113477.36047344259,221690.93613548638,239173.31472475128,125673.26598049526,114542.69980853517,201327.80641550626,126384.20969920339,151319.2522639901,144291.98822174585,155458.7488521887
2014-12-01,229513.94220583283,392947.2814153477,169303.9658073254,291267.06767658336,117900.95197708237,255529.4068936353,258490.54954799172,189912.00854931073,270007.2954409101,153063.03755948864,214101.001758626,223181.16011233244,153952.8896714815,153668.82814380503,230684.21008495006,119471.19017794558,143432.64176369444,160389.91333399437,259719.01580114104,212324.7703929041,101454.2380106825,162541.16401034116,140834.48687390532,119059.46164691383,265573.4496945383,492578.05876572337,128037.1717966639,178001.11175161425,223295.12580101428,117625.78355354826,207353.17878530934,172848.23818440564,195492.3492978269,115120.6557426708,107243.05131053524,182370.49025592473,217681.39559335672,320629.7636173377,460478.1555899484,156076.65355222076,133107.71430759234,114091.96358639146,222077.03650711515,240856.5769997014,125801.99658883786,114675.38470741456,202897.49616454926,126657.36668648344,151420.41054128658,144525.17401344268,156328.84341105178
2015-01-01,229868.63083019896,395772.5581662594,170687.18828275078,291213.7908465059,118399.31350041642,257614.46288568864,261373.128663396,190542.15410488157,270423.0693249458,153548.70264203238,214700.810996676,224314.42316152024,154030.6267935996,154834.75224316915,230835.6796028174,119969.74607349788,143996.07426906735,160955.0613361241,260574.55766988118,213383.5605361093,102228.31000737513,162769.01283340048,141357.4473141288,119222.93176386067,265648.82814892445,495087.9243526484,127938.83031540197,177932.50652957833,224264.597553122,117864.50714902539,208357.82302133416,173337.4272723858,196526.70044201866,115859.86832125905,107354.46771022194,183108.08698310665,217710.3035841084,322384.98442912806,462104.3597355974,156300.1859799004,133514.71003671057,114672.44393065925,222434.81624270653,242775.0399874736,126352.50895018868,115006.36427410861,204340.4768027284,127001.8677168571,151818.12838264,144891.54816462038,157264.0988577075
2015-02-01,230219.18496425296,398160.4578456648,171899.46940676647,291309.32235285826,118946.15524071774,259912.7915103952,264589.75762939715,191216.5823026389,270668.1733913507,154090.20392763292,215475.1273074427,225598.86698513533,154081.45250698776,156043.04958993214,230805.04286741643,120454.16629298695,144546.0935022604,161785.39383532724,261145.56797122202,214841.25926686075,102698.57116028096,162966.47180127772,141909.43606293228,119366.57664037413,265749.1342731526,497730.8634023198,127832.8272064017,178114.1671006851,225372.89770252226,118113.99467970904,209252.87672539617,174156.96809624918,197426.63077601485,116495.50349386624,107488.37551421828,184032.26972378165,218179.67172336063,324302.987007384,463337.7705828957,156319.8600203897,134012.56073912946,115017.23413484237,222983.40966981355,244937.06327867764,127067.37830778655,115364.35592170892,205706.15299903043,127238.03875510271,152311.4011513619,145318.72309189013,158183.7463313585
2015-03-01,230571.46672877006,400114.92127705965,172969.85061702307,291738.1062151023,119701.66313400026,262065.70874723815,267716.84978932684,192148.2313970645,270917.051079372,154615.86875680555,216261.2648036175,227041.8915418044,154268.41579156465,157224.32493204155,231101.07963990862,120836.83797432447,145163.54553794535,162561.97912682037,261338.1729820577,216315.1648477735,103145.31716266827,163342.36252251072,142534.5655256463,119621.27755265856,266228.70144669217,500056.07288396504,127929.43661601923,178388.39748460412,226541.77010962868,118384.76805042788,210220.3497649238,175247.6534590018,198599.9902411669,117201.59307382342,107699.01320092498,185102.4059344045,218777.69947958435,326041.04323628545,463878.0621961367,156547.45180212113,134526.9869801099,115279.74797704323,223720.75022257515,246897.12911471733,127780.05906459423,115779.0278115307,207064.06040349384,127535.65563004451,152882.60377019833,145882.3785518681,158910.35595994676
2015-04-01,230946.75118242434,402006.6163662763,174044.8783354972,292211.57751157746,120623.51290369972,264073.9680206627,270647.34206067777,193270.97110371722,271368.7305546779,155172.77895020135,217327.23104292408,228520.12878430737,154678.95735002396,158329.7625760502,231516.35190282122,121353.22149219654,145936.44350247947,163365.8699404751,261892.8784976781,217690.1505224875,103593.95838265284,163970.23393557,143286.3633489005,120031.77519757002,267056.4785772709,501592.7685982015,128406.79505337721,179048.01363569,227452.28862054297,118795.97688944689,211548.11587530817,176416.82028381477,200004.01651231325,118014.70296606053,108204.25600513793,186229.7711486298,219539.69953584264,327469.2776412053,465133.6384029931,156931.00353410214,135234.90707014667,115639.20146101304,224601.72359964656,248792.7993417527,128583.72636406783,116301.40357406996,208718.61240307766,128022.96253278253,153542.32023802522,146553.1300538477,159732.8794833657
2015-05-01,231431.87826065652,404145.56241679756,175262.55149758034,292962.5183996745,121675.54878172038,266043.0022913543,273335.83563883527,194614.5748567624,272179.82715695765,155787.6983889937,218391.09700868654,230085.1103152819,155258.68541039294,159387.40052415276,232019.43133660467,121873.48637443292,146789.09874110448,164128.6585619199,262745.9664660674,218848.15044840917,104113.36312748806,164561.4902672338,144142.91325414492,120418.25993964128,267859.9290336547,503363.6010437272,129013.31619022698,179861.1362483128,228002.33513991637,119302.66523737057,213018.09314836384,177743.90094207818,201679.6957273582,119022.61853367311,108812.15143895631,187322.8552158447,220376.32242568233,328765.5430783452,466367.7107783085,157660.23936906448,135976.1404729838,116063.70804698292,225249.41630692352,250570.42556286397,129275.99093454464,116961.76582764165,210485.89637005478,128702.03809549463,154284.34658070703,147341.64941727155,160626.486738554
2015-06-01,231889.5489053247,406337.5380872718,176511.07680794087,293487.0210737886,122610.64771807966,267913.4602814463,275929.3428539765,195952.80307040547,273068.81861198886,156404.2051391769,219443.9623045172,231769.4683071896,155775.8503921805,160440.9066747143,232220.91731757755,122342.55848512398,147644.8508474581,164972.8861605511,263654.4404408305,219924.43819291508,104583.36644098377,164819.08069855985,145031.1638464369,120813.91135154983,268414.03659890895,505306.50486696296,129521.33853778553,180837.64940087605,228662.4145463081,119869.9826067931,214515.96341234667,178977.13123281175,203760.8574629069,119903.07315709173,109384.20709378459,188230.33668873992,221181.5891967033,329847.0714178849,468561.10793953267,158258.44146208567,136712.22291960524,116304.98302957969,225794.48446647183,252451.0883224484,129823.33969892956,117597.29350634084,212030.13489381282,129329.40911142947,154921.1765123631,148114.34782884677,161340.05926758205
2015-07-01,232483.27165413718,408064.8072367753,177934.62692948457,294236.9493700117,123399.52300819487,269893.0963476962,278658.3939374655,197363.4850033852,274175.50197547703,157058.01933996004,220510.77048412047,233664.6951546671,156391.57028461483,161536.27117144514,232536.39370572031,122815.16448596747,148586.67929080894,165643.2646881568,264675.4436920983,221324.2521944767,104984.31654368842,165033.51601810878,145971.7363785476,121286.69785349607,269010.0252766542,507925.1426053091,129866.05420704752,181898.35859951438,229581.2803604471,120380.72059623596,215887.8205284735,180179.97512485375,205915.8446856971,120828.00636154875,109873.76135820383,189021.1636672723,221911.54314248505,331119.97783057723,471587.7274208365,158898.18235882802,137360.15281973814,116542.09911409223,226649.93212674977,254592.10225536642,130208.6052796509,118257.12300396606,213152.75320071887,130021.91784377098,155404.5240914448,148911.0382130945,161862.1172333644
2015-08-01,233211.47058302394,409222.39444335597,179441.69542930528,295190.98883067776,124131.24483967829,271906.3467833196,281545.6108075783,198811.71360501845,275502.9990617157,157737.31387888666,221757.19007951187,235869.94417711234,157098.96437387753,162679.02103370446,232857.97109596248,123448.78554520494,149563.87927562124,166434.0973668473,265825.0008789639,222881.9717582846,105374.33056709675,165289.26128266854,146852.74142687788,121951.34641158837,269582.2598318114,510996.68715657206,130185.91880762046,182874.5659264143,230786.4686180375,120935.57783286995,217280.0019828279,181332.4920482016,207739.57070623795,121785.065747628,110433.04868393613,189805.95046078693,222433.73920717917,332794.922328223,475079.44415050955,159469.25618602455,138137.67138022135,116789.95887580134,227743.3355996984,257055.59496846548,130763.60864837194,118951.81257739132,214092.84576588214,130783.2944856629,155841.31121326747,149692.5526936476,162127.20404213597
2015-09-01,234047.5439213951,410212.5242414885,181081.10391962575,296579.6678536922,124859.38888006665,274217.7861373752,284585.9484043337,200437.4304311657,277258.64427227015,158472.6185140841,223080.20518694285,238116.9671275059,157791.5563358414,163844.23816775728,233280.92929630054,124153.41139219621,150599.09757329186,167299.98505028203,267604.02839505026,224484.47169760708,105932.00325116738,165758.02255269713,147769.80458811964,122648.45129543073,270329.5665281266,515096.09463330574,130467.72133317671,183923.46339035046,231937.82431675555,121382.63096674671,218710.29760122963,182557.71838293108,209334.95055188614,122844.9640628149,110960.19620368717,190713.1984173112,222953.25813022364,334955.0745703298,479022.563901102,160132.12586580648,138901.91186985318,117259.49646124605,229070.01070734323,259752.4020883513,131332.3805410793,119605.69208324263,214810.012804054,131574.97792265913,156254.48658982854,150469.46138929095,162606.1496602221
2015-10-01,234945.72115080952,411433.0324666601,182794.20706343636,298225.2003297693,125610.95698920348,276743.6372910647,287445.55945850053,202104.862926443,279157.4071163112,159267.11087183372,224431.8147579291,240279.26765904538,158314.2767424015,165018.31442973472,233692.10944319924,124945.93654444166,151590.85653988723,168270.98435385214,268990.1855445591,225688.09950935727,106723.94873108175,166236.2222625865,148745.20766709562,123470.82144040572,271154.09074656205,519220.5270866134,130861.1176399832,185045.0403157249,232806.49395458563,121815.90097837122,220151.26017577434,183730.24483540028,210752.7285431712,123662.800577486,111489.59763497142,191719.29321464442,223441.19380994551,337180.3185103461,482925.86693014,161054.41896041975,139746.23288898997,117573.98977450839,230406.73812893173,262828.059079469,132003.96925360663,120216.40560837684,215662.71527470602,132340.94591968498,156867.3283250471,151351.61078478923,163376.92398566115
2015-11-01,235719.0164722102,412451.6820854018,184446.02257950124,299669.7777427858,126232.32744515908,279563.14635633916,290206.4764295156,203796.47521432323,280709.0325609672,159955.48566276976,225525.8280740707,242209.5984300991,158578.57040429104,166052.25266440824,234093.08646577175,125543.18783464552,152476.51470809075,168927.3763064721,270047.7702511167,226511.0598463919,107344.21047860217,166426.15455757894,149661.31647470535,124094.46942717831,272121.7575904844,522249.23309922795,131227.18431130168,186025.27001742003,233310.96809291645,122045.39982000958,221508.7189665432,184625.30466775488,212443.77066689366,123937.3559243103,111833.49948344052,192748.91335140608,223481.41109282675,339183.77031213517,486738.50476249564,161932.56199086024,140378.7098525427,117573.0169112232,231896.22454296102,265881.4950848129,132613.67399405022,120586.21014267353,216309.6241054558,132916.7198409306,157500.9451469443,152188.39359853513,164155.25029612693
2015-12-01,236501.3875925379,413380.8063214514,185979.6320621793,300911.7115965942,126901.59787027749,282700.5025663855,292899.8146521387,205385.5239888512,281966.5287393472,160742.29311356958,226507.24077855432,244192.03921737487,158929.94865182953,167124.57722158977,234275.06032698936,126217.199297835,153367.7842875542,169677.23702472306,270491.64757865906,226891.45337817518,107616.8315584541,166595.04462717657,150627.7696008844,124715.56478326228,273214.8131907315,523646.6755563109,131752.8408010715,186804.99271752554,233846.97910158895,122439.2654017475,222804.1514066828,185529.96209089112,213935.82633912715,124018.71834437158,112304.47791092396,193970.6057754036,223476.85385211903,341277.60921701,489655.22481387114,162784.65258987888,141166.56819686687,117230.83755708329,233409.56318016117,269240.1704064573,133468.43701371268,121048.94429974853,217410.95986308772,133597.19465727085,158407.9751738054,153089.17798212508,165218.33047328654
2016-01-01,237364.11566416628,416458.9659605623,187393.25658653738,301816.2307491438,127758.62392286112,286138.08356582886,295670.5470823207,207336.6340447243,282856.31591999735,161636.63947374644,227298.21180462465,246323.76030890574,159407.86902830584,168272.8689084272,234539.27299395853,126796.9722284305,154354.00372282218,170428.97800703737,270703.09442027967,227243.82129942664,107833.91001041025,166754.38886364197,151628.74310419708,125390.22493360458,274364.3412685402,525296.4780124412,132342.30433381407,187308.613396665,234839.97479574705,122905.50613165578,224046.81762818294,186863.58316499693,215403.7799246028,124247.85571804491,112833.97451389061,195408.14355560462,223366.9729275999,343502.71749901265,491486.65454637725,163603.418446551,141984.71164265528,117168.19121776857,234939.1440747593,272476.1753664526,134435.63353236773,121671.89621945862,218094.6604466672,134375.58498390255,159356.14551559844,154014.29009713358,166035.22607151707
2016-02-01,238083.7895007746,421637.29891241,188733.2353667538,302413.72323540313,128665.36653033736,289383.3766835959,298338.2288784871,209173.2335678717,283551.4405095869,162544.74351686047,227782.16264241244,248294.07746956393,159897.50804517794,169470.69996080588,234544.6779513545,127364.29262186919,155323.56636450227,171262.94515515564,270739.0376966093,227714.68964692098,108068.2413845006,167063.0103061145,152607.44056645842,126045.90951781576,275163.8783450135,527469.549024836,133000.86266520098,187874.9932693684,235939.6258008522,123537.24985781945,225175.73498061704,188405.39880142457,216743.1726092201,124730.19186275371,113410.8179154528,196864.57443821034,223243.54422096524,345520.2773518067,493096.02877967426,164486.32368942036,142878.79281040255,117582.44510603572,236142.09369873596,275499.1038880855,135396.45128858098,122453.72174693718,218542.00398053566,135172.678217711,160224.56986498614,154851.37727937728,166724.82280298116
